----------Creating Processes----------
Process: P0 	Size: 31 	Arrival Time: 44 	Run Time: 2 
[0:03.7] Process: P3, Page Referenced: 6, Page-in-memory: 93, Process Evicted: -1
[0:03.7] Process: P43, Page Referenced: 1, Page-in-memory: 84
[0:03.7] Process: P51, Page Referenced: 0, Page-in-memory: 0
[0:03.8] Process: P63, Page Referenced: 26, Page-in-memory: 70
[0:03.8] Process: P3, Page Referenced: 5, Page-in-memory: 94, Process Evicted: -1
[0:03.8] Process: P43, Page Referenced: 2, Page-in-memory: 95, Process Evicted: -1
[0:03.8] Process: P51, Page Referenced: 9, Page-in-memory: 96, Process Evicted: -1
[0:03.9] Process: P63, Page Referenced: 30, Page-in-memory: 3
[0:03.9] Process: P3, Page Referenced: 2, Page-in-memory: 97, Process Evicted: -1
[0:03.9] Process: P43, Page Referenced: 3, Page-in-memory: 88
[0:03.9] Process: P51, Page Referenced: 14, Page-in-memory: 98, Process Evicted: -1
[0:04.0] Process: P63, Page Referenced: 20, Page-in-memory: 99, Process Evicted: -1
[0:04.0] Process: P3, Page Referenced: 2, Page-in-memory: 97
[0:04.0] Process: P43, Page Referenced: 4, Page-in-memory: 86
[0:04.0] Process: P51, Page Referenced: 13, Page-in-memory: 1, Process Evicted: 22
[0:04.1] Process: P63, Page Referenced: 20, Page-in-memory: 99
[0:04.1] Process: P3, Page Referenced: 1, Page-in-memory: 2, Process Evicted: 22
[0:04.1] Process: P43, Page Referenced: 0, Page-in-memory: 0
[0:04.1] Process: P51, Page Referenced: 3, Page-in-memory: 3, Process Evicted: 63
[0:04.2] Process: P63, Page Referenced: 11, Page-in-memory: 4, Process Evicted: 67
[0:04.2] Process: P3, Page Referenced: 1, Page-in-memory: 2
[0:04.2] Process: P43, Page Referenced: 4, Page-in-memory: 86
[0:04.2] Process: P51, Page Referenced: 0, Page-in-memory: 0
[0:04.3] Process: P63, Page Referenced: 11, Page-in-memory: 4
[0:04.3] Process: P3, Page Referenced: 16, Page-in-memory: 61
[0:04.3] Process: P43, Page Referenced: 5, Page-in-memory: 5, Process Evicted: 63
[0:04.3] Process: P51, Page Referenced: 1, Page-in-memory: 89
[0:04.4] Process: P63, Page Referenced: 10, Page-in-memory: 48
[0:04.4] Process: P3, Page Referenced: 16, Page-in-memory: 61
[0:04.4] Process: P43, Page Referenced: 4, Page-in-memory: 86
[0:04.4] Process: P51, Page Referenced: 11, Page-in-memory: 6, Process Evicted: 67
[0:04.5] Process: P63, Page Referenced: 10, Page-in-memory: 48
[0:04.5] Process: P3, Page Referenced: 16, Page-in-memory: 61
[0:04.5] Process: P43, Page Referenced: 2, Page-in-memory: 95
[0:04.5] Process: P51, Page Referenced: 10, Page-in-memory: 7, Process Evicted: 22
[0:04.6] Process: P63, Page Referenced: 11, Page-in-memory: 4
[0:04.6] Process: P3, Page Referenced: 17, Page-in-memory: 8, Process Evicted: 22
[0:04.6] Process: P43, Page Referenced: 4, Page-in-memory: 86
[0:04.6] Process: P51, Page Referenced: 11, Page-in-memory: 6
[0:04.7] Process: P63, Page Referenced: 11, Page-in-memory: 4
[0:04.7] Process: P3, Page Referenced: 18, Page-in-memory: 9, Process Evicted: 67
[0:04.7] Process: P43, Page Referenced: 1, Page-in-memory: 84
[0:04.7] Process: P51, Page Referenced: 13, Page-in-memory: 1
[0:04.8] Process: P63, Page Referenced: 12, Page-in-memory: 10, Process Evicted: 22
[0:04.8] Process: P3, Page Referenced: 16, Page-in-memory: 61
[0:04.8] Process: P43, Page Referenced: 3, Page-in-memory: 88
[0:04.8] Process: P51, Page Referenced: 5, Page-in-memory: 11, Process Evicted: 63
[0:04.9] Process: P63, Page Referenced: 13, Page-in-memory: 12, Process Evicted: 67
[0:04.9] Process: P3, Page Referenced: 3, Page-in-memory: 92
[0:04.9] Process: P43, Page Referenced: 0, Page-in-memory: 0
[0:04.9] Process: P51, Page Referenced: 6, Page-in-memory: 13, Process Evicted: 63
[0:05.0] Process: P63, Page Referenced: 18, Page-in-memory: 14, Process Evicted: 22
[0:05.0] Process: P3, Page Referenced: 1, Page-in-memory: 2
[0:05.0] Process: P43, Page Referenced: 3, Page-in-memory: 88
[0:05.0] Process: P51, Page Referenced: 16, Page-in-memory: 85
[0:05.0] Process: P50, Enter, Size: 11, Service Duration: 4
Memory-map: P50P51P3P51P63P43P51P51P3P3P63P51P63P51P63P63P67P22P63P22P67P76P22P67P76P123P22P63P67P76P123P22P63P67P76P22P63P67P123P63P67P63P76P22P63P67P123P22P63P67P76P123P22P63P123P63P1P63P67P76P1P3P76P123P1P1P3P126P3P126P63P3P126P123P3P126P63P1P126P1P3P126P123P126P43P51P43P51P43P51P3P51P3P3P3P43P51P3P51P63
[0:05.1] Process: P63, Page Referenced: 23, Page-in-memory: 15, Process Evicted: 63
[0:05.1] Process: P3, Page Referenced: 2, Page-in-memory: 97
[0:05.1] Process: P43, Exit, Size: 5, Service Duration: 2
Memory-map: P50P51P3P51P63P43P51P51P3P3P63P51P63P51P63P63P67P22P63P22P67P76P22P67P76P123P22P63P67P76P123P22P63P67P76P22P63P67P123P63P67P63P76P22P63P67P123P22P63P67P76P123P22P63P123P63P1P63P67P76P1P3P76P123P1P1P3P126P3P126P63P3P126P123P3P126P63P1P126P1P3P126P123P126P43P51P43P51P43P51P3P51P3P3P3P43P51P3P51P63
[0:05.1] Process: P51, Page Referenced: 3, Page-in-memory: 3
[0:05.1] Process: P50, Page Referenced: 7, Page-in-memory: 16, Process Evicted: 67
[0:05.2] Process: P63, Exit, Size: 31, Service Duration: 5
Memory-map: P50P51P3P51P63P43P51P51P3P3P63P51P63P51P63P63P50P22P63P22P67P76P22P67P76P123P22P63P67P76P123P22P63P67P76P22P63P67P123P63P67P63P76P22P63P67P123P22P63P67P76P123P22P63P123P63P1P63P67P76P1P3P76P123P1P1P3P126P3P126P63P3P126P123P3P126P63P1P126P1P3P126P123P126P43P51P43P51P43P51P3P51P3P3P3P43P51P3P51P63
[0:05.2] Process: P3, Page Referenced: 0, Page-in-memory: 0
[0:05.2] Process: P51, Page Referenced: 4, Page-in-memory: 17, Process Evicted: 22
[0:05.2] Process: P50, Page Referenced: 7, Page-in-memory: 16
[0:05.3] Process: P3, Page Referenced: 16, Page-in-memory: 61
[0:05.3] Process: P51, Page Referenced: 13, Page-in-memory: 1
[0:05.3] Process: P50, Page Referenced: 6, Page-in-memory: 18, Process Evicted: 63
[0:05.4] Process: P3, Page Referenced: 16, Page-in-memory: 61
[0:05.4] Process: P51, Page Referenced: 12, Page-in-memory: 19, Process Evicted: 22
[0:05.4] Process: P50, Page Referenced: 6, Page-in-memory: 18
[0:05.5] Process: P3, Page Referenced: 12, Page-in-memory: 74
[0:05.5] Process: P51, Page Referenced: 9, Page-in-memory: 96
[0:05.5] Process: P50, Page Referenced: 5, Page-in-memory: 20, Process Evicted: 67
[0:05.6] Process: P3, Page Referenced: 16, Page-in-memory: 61
[0:05.6] Process: P51, Page Referenced: 8, Page-in-memory: 21, Process Evicted: 76
[0:05.6] Process: P50, Page Referenced: 10, Page-in-memory: 22, Process Evicted: 22
[0:05.7] Process: P3, Page Referenced: 16, Page-in-memory: 61
[0:05.7] Process: P51, Page Referenced: 7, Page-in-memory: 23, Process Evicted: 67
[0:05.7] Process: P50, Page Referenced: 11, Page-in-memory: 24, Process Evicted: 76
[0:05.8] Process: P3, Page Referenced: 15, Page-in-memory: 80
[0:05.8] Process: P51, Page Referenced: 7, Page-in-memory: 23
[0:05.8] Process: P50, Page Referenced: 1, Page-in-memory: 25, Process Evicted: 123
[0:05.9] Process: P3, Page Referenced: 14, Page-in-memory: 68
[0:05.9] Process: P51, Page Referenced: 13, Page-in-memory: 1
[0:05.9] Process: P50, Page Referenced: 2, Page-in-memory: 26, Process Evicted: 22
[0:06.0] Process: P3, Page Referenced: 14, Page-in-memory: 68
[0:06.0] Process: P51, Page Referenced: 0, Page-in-memory: 0
[0:06.0] Process: P50, Page Referenced: 0, Page-in-memory: 0
[0:06.0] Process: P15, Enter, Size: 17, Service Duration: 4
Memory-map: P15P51P3P51P63P43P51P51P3P3P63P51P63P51P63P63P50P51P50P51P50P51P50P51P50P50P50P63P67P76P123P22P63P67P76P22P63P67P123P63P67P63P76P22P63P67P123P22P63P67P76P123P22P63P123P63P1P63P67P76P1P3P76P123P1P1P3P126P3P126P63P3P126P123P3P126P63P1P126P1P3P126P123P126P43P51P43P51P43P51P3P51P3P3P3P43P51P3P51P63
[0:06.1] Process: P3, Page Referenced: 13, Page-in-memory: 71
[0:06.1] Process: P51, Page Referenced: 16, Page-in-memory: 85
[0:06.1] Process: P50, Page Referenced: 0, Page-in-memory: 0
[0:06.1] Process: P15, Page Referenced: 1, Page-in-memory: 27, Process Evicted: 63
[0:06.1] Process: P34, Enter, Size: 5, Service Duration: 3
Memory-map: P34P51P3P51P63P43P51P51P3P3P63P51P63P51P63P63P50P51P50P51P50P51P50P51P50P50P50P15P67P76P123P22P63P67P76P22P63P67P123P63P67P63P76P22P63P67P123P22P63P67P76P123P22P63P123P63P1P63P67P76P1P3P76P123P1P1P3P126P3P126P63P3P126P123P3P126P63P1P126P1P3P126P123P126P43P51P43P51P43P51P3P51P3P3P3P43P51P3P51P63
[0:06.2] Process: P3, Page Referenced: 13, Page-in-memory: 71
[0:06.2] Process: P51, Page Referenced: 16, Page-in-memory: 85
[0:06.2] Process: P50, Page Referenced: 5, Page-in-memory: 20
[0:06.2] Process: P15, Page Referenced: 2, Page-in-memory: 28, Process Evicted: 67
[0:06.2] Process: P34, Page Referenced: 2, Page-in-memory: 29, Process Evicted: 76
[0:06.2] Process: P35, Enter, Size: 5, Service Duration: 4
Memory-map: P35P51P3P51P63P43P51P51P3P3P63P51P63P51P63P63P50P51P50P51P50P51P50P51P50P50P50P15P15P34P123P22P63P67P76P22P63P67P123P63P67P63P76P22P63P67P123P22P63P67P76P123P22P63P123P63P1P63P67P76P1P3P76P123P1P1P3P126P3P126P63P3P126P123P3P126P63P1P126P1P3P126P123P126P43P51P43P51P43P51P3P51P3P3P3P43P51P3P51P63
[0:06.3] Process: P3, Page Referenced: 16, Page-in-memory: 61
[0:06.3] Process: P51, Page Referenced: 15, Page-in-memory: 87
[0:06.3] Process: P50, Page Referenced: 6, Page-in-memory: 18
[0:06.3] Process: P15, Page Referenced: 1, Page-in-memory: 27
[0:06.3] Process: P34, Page Referenced: 3, Page-in-memory: 30, Process Evicted: 123
[0:06.3] Process: P35, Page Referenced: 3, Page-in-memory: 31, Process Evicted: 22
[0:06.3] Process: P121, Enter, Size: 11, Service Duration: 5
Memory-map: P121P51P3P51P63P43P51P51P3P3P63P51P63P51P63P63P50P51P50P51P50P51P50P51P50P50P50P15P15P34P34P35P63P67P76P22P63P67P123P63P67P63P76P22P63P67P123P22P63P67P76P123P22P63P123P63P1P63P67P76P1P3P76P123P1P1P3P126P3P126P63P3P126P123P3P126P63P1P126P1P3P126P123P126P43P51P43P51P43P51P3P51P3P3P3P43P51P3P51P63
[0:06.4] Process: P3, Page Referenced: 6, Page-in-memory: 93
[0:06.4] Process: P51, Page Referenced: 16, Page-in-memory: 85
[0:06.4] Process: P50, Page Referenced: 6, Page-in-memory: 18
[0:06.4] Process: P15, Page Referenced: 7, Page-in-memory: 32, Process Evicted: 63
[0:06.4] Process: P34, Page Referenced: 2, Page-in-memory: 29
[0:06.4] Process: P35, Page Referenced: 2, Page-in-memory: 33, Process Evicted: 67
[0:06.4] Process: P121, Page Referenced: 0, Page-in-memory: 0
[0:06.4] Process: P144, Enter, Size: 31, Service Duration: 3
Memory-map: P144P51P3P51P63P43P51P51P3P3P63P51P63P51P63P63P50P51P50P51P50P51P50P51P50P50P50P15P15P34P34P35P15P35P76P22P63P67P123P63P67P63P76P22P63P67P123P22P63P67P76P123P22P63P123P63P1P63P67P76P1P3P76P123P1P1P3P126P3P126P63P3P126P123P3P126P63P1P126P1P3P126P123P126P43P51P43P51P43P51P3P51P3P3P3P43P51P3P51P63
[0:06.5] Process: P3, Page Referenced: 7, Page-in-memory: 34, Process Evicted: 76
[0:06.5] Process: P51, Page Referenced: 15, Page-in-memory: 87
[0:06.5] Process: P50, Page Referenced: 6, Page-in-memory: 18
[0:06.5] Process: P15, Page Referenced: 7, Page-in-memory: 32
[0:06.5] Process: P34, Page Referenced: 3, Page-in-memory: 30
[0:06.5] Process: P35, Page Referenced: 3, Page-in-memory: 31
[0:06.5] Process: P121, Page Referenced: 10, Page-in-memory: 35, Process Evicted: 22
[0:06.5] Process: P144, Page Referenced: 30, Page-in-memory: 36, Process Evicted: 63
[0:06.6] Process: P3, Page Referenced: 3, Page-in-memory: 92
[0:06.6] Process: P51, Page Referenced: 6, Page-in-memory: 13
[0:06.6] Process: P50, Page Referenced: 5, Page-in-memory: 20
[0:06.6] Process: P15, Page Referenced: 1, Page-in-memory: 27
[0:06.6] Process: P34, Page Referenced: 1, Page-in-memory: 37, Process Evicted: 67
[0:06.6] Process: P35, Page Referenced: 2, Page-in-memory: 33
[0:06.6] Process: P121, Page Referenced: 11, Page-in-memory: 38, Process Evicted: 123
[0:06.6] Process: P144, Page Referenced: 7, Page-in-memory: 39, Process Evicted: 63
[0:06.7] Process: P3, Page Referenced: 1, Page-in-memory: 2
[0:06.7] Process: P51, Page Referenced: 5, Page-in-memory: 11
[0:06.7] Process: P50, Page Referenced: 2, Page-in-memory: 26
[0:06.7] Process: P15, Page Referenced: 10, Page-in-memory: 40, Process Evicted: 67
[0:06.7] Process: P34, Page Referenced: 4, Page-in-memory: 41, Process Evicted: 63
[0:06.7] Process: P35, Page Referenced: 0, Page-in-memory: 0
[0:06.7] Process: P121, Page Referenced: 10, Page-in-memory: 35
[0:06.7] Process: P144, Page Referenced: 27, Page-in-memory: 42, Process Evicted: 76
[0:06.8] Process: P3, Page Referenced: 14, Page-in-memory: 68
[0:06.8] Process: P51, Page Referenced: 0, Page-in-memory: 0
[0:06.8] Process: P50, Page Referenced: 2, Page-in-memory: 26
[0:06.8] Process: P15, Page Referenced: 11, Page-in-memory: 43, Process Evicted: 22
[0:06.8] Process: P34, Page Referenced: 5, Page-in-memory: 44, Process Evicted: 63
[0:06.8] Process: P35, Page Referenced: 1, Page-in-memory: 45, Process Evicted: 67
[0:06.8] Process: P121, Page Referenced: 11, Page-in-memory: 38
[0:06.8] Process: P144, Page Referenced: 28, Page-in-memory: 46, Process Evicted: 123
[0:06.9] Process: P3, Page Referenced: 13, Page-in-memory: 71
[0:06.9] Process: P51, Page Referenced: 4, Page-in-memory: 17
[0:06.9] Process: P50, Page Referenced: 1, Page-in-memory: 25
[0:06.9] Process: P15, Page Referenced: 4, Page-in-memory: 47, Process Evicted: 22
[0:06.9] Process: P34, Page Referenced: 6, Page-in-memory: 48, Process Evicted: 63
[0:06.9] Process: P35, Page Referenced: 2, Page-in-memory: 33
[0:06.9] Process: P121, Page Referenced: 1, Page-in-memory: 49, Process Evicted: 67
[0:06.9] Process: P144, Page Referenced: 16, Page-in-memory: 50, Process Evicted: 76
[0:07.0] Process: P3, Page Referenced: 13, Page-in-memory: 71
[0:07.0] Process: P51, Page Referenced: 10, Page-in-memory: 7
[0:07.0] Process: P50, Page Referenced: 2, Page-in-memory: 26
[0:07.0] Process: P15, Page Referenced: 3, Page-in-memory: 51, Process Evicted: 123
[0:07.0] Process: P34, Page Referenced: 5, Page-in-memory: 44
[0:07.0] Process: P35, Page Referenced: 4, Page-in-memory: 52, Process Evicted: 22
[0:07.0] Process: P121, Page Referenced: 9, Page-in-memory: 53, Process Evicted: 63
[0:07.0] Process: P144, Page Referenced: 15, Page-in-memory: 54, Process Evicted: 123
[0:07.0] Process: P73, Enter, Size: 5, Service Duration: 2
Memory-map: P73P51P3P51P63P43P51P51P3P3P63P51P63P51P63P63P50P51P50P51P50P51P50P51P50P50P50P15P15P34P34P35P15P35P3P121P144P34P121P144P15P34P144P15P34P35P144P15P34P121P144P15P35P121P144P63P1P63P67P76P1P3P76P123P1P1P3P126P3P126P63P3P126P123P3P126P63P1P126P1P3P126P123P126P43P51P43P51P43P51P3P51P3P3P3P43P51P3P51P63
[0:07.1] Process: P3, Page Referenced: 15, Page-in-memory: 80
[0:07.1] Process: P51, Page Referenced: 9, Page-in-memory: 96
[0:07.1] Process: P50, Page Referenced: 1, Page-in-memory: 25
[0:07.1] Process: P15, Page Referenced: 3, Page-in-memory: 51
[0:07.1] Process: P34, Page Referenced: 5, Page-in-memory: 44
[0:07.1] Process: P35, Page Referenced: 4, Page-in-memory: 52
[0:07.1] Process: P121, Page Referenced: 1, Page-in-memory: 49
[0:07.1] Process: P144, Page Referenced: 14, Page-in-memory: 55, Process Evicted: 63
[0:07.1] Process: P73, Page Referenced: 1, Page-in-memory: 56, Process Evicted: 1
[0:07.1] Process: P109, Enter, Size: 31, Service Duration: 1
Memory-map: P109P51P3P51P63P43P51P51P3P3P63P51P63P51P63P63P50P51P50P51P50P51P50P51P50P50P50P15P15P34P34P35P15P35P3P121P144P34P121P144P15P34P144P15P34P35P144P15P34P121P144P15P35P121P144P144P73P63P67P76P1P3P76P123P1P1P3P126P3P126P63P3P126P123P3P126P63P1P126P1P3P126P123P126P43P51P43P51P43P51P3P51P3P3P3P43P51P3P51P63
[0:07.2] Process: P3, Exit, Size: 17, Service Duration: 5
Memory-map: P109P51P3P51P63P43P51P51P3P3P63P51P63P51P63P63P50P51P50P51P50P51P50P51P50P50P50P15P15P34P34P35P15P35P3P121P144P34P121P144P15P34P144P15P34P35P144P15P34P121P144P15P35P121P144P144P73P63P67P76P1P3P76P123P1P1P3P126P3P126P63P3P126P123P3P126P63P1P126P1P3P126P123P126P43P51P43P51P43P51P3P51P3P3P3P43P51P3P51P63
[0:07.2] Process: P51, Exit, Size: 17, Service Duration: 4
Memory-map: P109P51P3P51P63P43P51P51P3P3P63P51P63P51P63P63P50P51P50P51P50P51P50P51P50P50P50P15P15P34P34P35P15P35P3P121P144P34P121P144P15P34P144P15P34P35P144P15P34P121P144P15P35P121P144P144P73P63P67P76P1P3P76P123P1P1P3P126P3P126P63P3P126P123P3P126P63P1P126P1P3P126P123P126P43P51P43P51P43P51P3P51P3P3P3P43P51P3P51P63
[0:07.2] Process: P50, Page Referenced: 5, Page-in-memory: 20
[0:07.2] Process: P15, Page Referenced: 3, Page-in-memory: 51
[0:07.2] Process: P34, Page Referenced: 6, Page-in-memory: 48
[0:07.2] Process: P35, Page Referenced: 3, Page-in-memory: 31
[0:07.2] Process: P121, Page Referenced: 4, Page-in-memory: 57, Process Evicted: 63
[0:07.2] Process: P144, Page Referenced: 13, Page-in-memory: 58, Process Evicted: 67
[0:07.2] Process: P73, Page Referenced: 0, Page-in-memory: 0
[0:07.2] Process: P109, Page Referenced: 17, Page-in-memory: 59, Process Evicted: 76
[0:07.3] Process: P50, Page Referenced: 4, Page-in-memory: 60, Process Evicted: 1
[0:07.3] Process: P15, Page Referenced: 4, Page-in-memory: 47
[0:07.3] Process: P34, Page Referenced: 0, Page-in-memory: 0
[0:07.3] Process: P35, Page Referenced: 0, Page-in-memory: 0
[0:07.3] Process: P121, Page Referenced: 3, Page-in-memory: 61, Process Evicted: 3
[0:07.3] Process: P144, Page Referenced: 13, Page-in-memory: 58
[0:07.3] Process: P73, Page Referenced: 1, Page-in-memory: 56
[0:07.3] Process: P109, Page Referenced: 16, Page-in-memory: 62, Process Evicted: 76
[0:07.4] Process: P50, Page Referenced: 1, Page-in-memory: 25
[0:07.4] Process: P15, Page Referenced: 5, Page-in-memory: 63, Process Evicted: 123
[0:07.4] Process: P34, Page Referenced: 3, Page-in-memory: 30
[0:07.4] Process: P35, Page Referenced: 4, Page-in-memory: 52
[0:07.4] Process: P121, Page Referenced: 3, Page-in-memory: 61
[0:07.4] Process: P144, Page Referenced: 14, Page-in-memory: 55
[0:07.4] Process: P73, Page Referenced: 3, Page-in-memory: 64, Process Evicted: 1
[0:07.4] Process: P109, Page Referenced: 3, Page-in-memory: 65, Process Evicted: 1
[0:07.5] Process: P50, Page Referenced: 1, Page-in-memory: 25
[0:07.5] Process: P15, Page Referenced: 6, Page-in-memory: 66, Process Evicted: 3
[0:07.5] Process: P34, Page Referenced: 1, Page-in-memory: 37
[0:07.5] Process: P35, Page Referenced: 4, Page-in-memory: 52
[0:07.5] Process: P121, Page Referenced: 1, Page-in-memory: 49
[0:07.5] Process: P144, Page Referenced: 17, Page-in-memory: 67, Process Evicted: 126
[0:07.5] Process: P73, Page Referenced: 4, Page-in-memory: 68, Process Evicted: 3
[0:07.5] Process: P109, Page Referenced: 2, Page-in-memory: 69, Process Evicted: 126
[0:07.6] Process: P50, Page Referenced: 0, Page-in-memory: 0
[0:07.6] Process: P15, Page Referenced: 5, Page-in-memory: 63
[0:07.6] Process: P34, Page Referenced: 0, Page-in-memory: 0
[0:07.6] Process: P35, Page Referenced: 0, Page-in-memory: 0
[0:07.6] Process: P121, Page Referenced: 5, Page-in-memory: 70, Process Evicted: 63
[0:07.6] Process: P144, Page Referenced: 24, Page-in-memory: 71, Process Evicted: 3
[0:07.6] Process: P73, Page Referenced: 0, Page-in-memory: 0
[0:07.6] Process: P109, Page Referenced: 7, Page-in-memory: 72, Process Evicted: 126
[0:07.7] Process: P50, Page Referenced: 1, Page-in-memory: 25
[0:07.7] Process: P15, Page Referenced: 8, Page-in-memory: 73, Process Evicted: 123
[0:07.7] Process: P34, Page Referenced: 1, Page-in-memory: 37
[0:07.7] Process: P35, Page Referenced: 1, Page-in-memory: 45
[0:07.7] Process: P121, Page Referenced: 1, Page-in-memory: 49
[0:07.7] Process: P144, Page Referenced: 23, Page-in-memory: 74, Process Evicted: 3
[0:07.7] Process: P73, Page Referenced: 1, Page-in-memory: 56
[0:07.7] Process: P109, Page Referenced: 6, Page-in-memory: 75, Process Evicted: 126
[0:07.8] Process: P50, Page Referenced: 3, Page-in-memory: 76, Process Evicted: 63
[0:07.8] Process: P15, Page Referenced: 7, Page-in-memory: 32
[0:07.8] Process: P34, Page Referenced: 1, Page-in-memory: 37
[0:07.8] Process: P35, Page Referenced: 1, Page-in-memory: 45
[0:07.8] Process: P121, Page Referenced: 2, Page-in-memory: 77, Process Evicted: 1
[0:07.8] Process: P144, Page Referenced: 22, Page-in-memory: 78, Process Evicted: 126
[0:07.8] Process: P73, Page Referenced: 2, Page-in-memory: 79, Process Evicted: 1
[0:07.8] Process: P109, Page Referenced: 2, Page-in-memory: 69
[0:07.9] Process: P50, Page Referenced: 8, Page-in-memory: 80, Process Evicted: 3
