----------Creating Processes----------
Process: A 	Size: 17 	Arrival Time: 5 	Run Time: 5 
[0:03.9] Process: F, Page Referenced: 5, Page-in-memory: 54, Process Evicted: .
[0:03.9] Process: I, Page Referenced: 4, Page-in-memory: 43
[0:03.9] Process: h, Page Referenced: 4, Page-in-memory: 55, Process Evicted: .
[0:04.0] Process: S, Page Referenced: 2, Page-in-memory: 8
[0:04.0] Process: r, Page Referenced: 1, Page-in-memory: 14
[0:04.0] Process: 6, Page Referenced: 0, Page-in-memory: 0
[0:04.0] Process: B, Page Referenced: 30, Page-in-memory: 35
[0:04.0] Process: F, Page Referenced: 3, Page-in-memory: 56, Process Evicted: .
[0:04.0] Process: I, Page Referenced: 2, Page-in-memory: 57, Process Evicted: .
[0:04.0] Process: h, Page Referenced: 1, Page-in-memory: 47
[0:04.0] Process: W, Enter, Size: 5, Service Duration: 2
Memory-map: WAnnAAnQSQ2rnSrQ2SrQrS2n62r6Bxn6xBFBInxrFrBIxh6hFr6hBIFhFI..........................................
[0:04.1] Process: S, Page Referenced: 1, Page-in-memory: 13
[0:04.1] Process: r, Page Referenced: 0, Page-in-memory: 0
[0:04.1] Process: 6, Page Referenced: 0, Page-in-memory: 0
[0:04.1] Process: B, Page Referenced: 30, Page-in-memory: 35
[0:04.1] Process: F, Page Referenced: 0, Page-in-memory: 0
[0:04.1] Process: I, Page Referenced: 1, Page-in-memory: 36
[0:04.1] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:04.1] Process: W, Page Referenced: 4, Page-in-memory: 58, Process Evicted: .
[0:04.1] Process: b, Enter, Size: 5, Service Duration: 4
Memory-map: bAnnAAnQSQ2rnSrQ2SrQrS2n62r6Bxn6xBFBInxrFrBIxh6hFr6hBIFhFIW.........................................
[0:04.2] Process: S, Page Referenced: 4, Page-in-memory: 17
[0:04.2] Process: r, Page Referenced: 16, Page-in-memory: 20
[0:04.2] Process: 6, Page Referenced: 0, Page-in-memory: 0
[0:04.2] Process: B, Page Referenced: 30, Page-in-memory: 35
[0:04.2] Process: F, Page Referenced: 10, Page-in-memory: 34
[0:04.2] Process: I, Page Referenced: 0, Page-in-memory: 0
[0:04.2] Process: h, Page Referenced: 1, Page-in-memory: 47
[0:04.2] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:04.2] Process: b, Page Referenced: 2, Page-in-memory: 59, Process Evicted: .
[0:04.3] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:04.3] Process: r, Page Referenced: 12, Page-in-memory: 60, Process Evicted: .
[0:04.3] Process: 6, Page Referenced: 16, Page-in-memory: 27
[0:04.3] Process: B, Page Referenced: 24, Page-in-memory: 61, Process Evicted: .
[0:04.3] Process: F, Page Referenced: 1, Page-in-memory: 40
[0:04.3] Process: I, Page Referenced: 2, Page-in-memory: 57
[0:04.3] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:04.3] Process: W, Page Referenced: 4, Page-in-memory: 58
[0:04.3] Process: b, Page Referenced: 4, Page-in-memory: 62, Process Evicted: .
[0:04.4] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:04.4] Process: r, Exit, Size: 17, Service Duration: 3
Memory-map: bAnnAAnQSQ2rnSrQ2SrQrS2n62r6Bxn6xBFBInxrFrBIxh6hFr6hBIFhFIWbrBb.....................................
[0:04.4] Process: 6, Page Referenced: 0, Page-in-memory: 0
[0:04.4] Process: B, Page Referenced: 1, Page-in-memory: 28
[0:04.4] Process: F, Page Referenced: 10, Page-in-memory: 34
[0:04.4] Process: I, Page Referenced: 1, Page-in-memory: 36
[0:04.4] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:04.4] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:04.4] Process: b, Page Referenced: 4, Page-in-memory: 62
[0:04.5] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:04.5] Process: 6, Page Referenced: 6, Page-in-memory: 63, Process Evicted: .
[0:04.5] Process: B, Page Referenced: 11, Page-in-memory: 64, Process Evicted: .
[0:04.5] Process: F, Page Referenced: 5, Page-in-memory: 54
[0:04.5] Process: I, Exit, Size: 5, Service Duration: 2
Memory-map: bAnnAAnQSQ2rnSrQ2SrQrS2n62r6Bxn6xBFBInxrFrBIxh6hFr6hBIFhFIWbrBb6B...................................
[0:04.5] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:04.5] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:04.5] Process: b, Page Referenced: 1, Page-in-memory: 65, Process Evicted: .
[0:04.6] Process: S, Page Referenced: 1, Page-in-memory: 13
[0:04.6] Process: 6, Page Referenced: 1, Page-in-memory: 24
[0:04.6] Process: B, Page Referenced: 0, Page-in-memory: 0
[0:04.6] Process: F, Page Referenced: 0, Page-in-memory: 0
[0:04.6] Process: h, Page Referenced: 4, Page-in-memory: 55
[0:04.6] Process: W, Page Referenced: 4, Page-in-memory: 58
[0:04.6] Process: b, Page Referenced: 0, Page-in-memory: 0
[0:04.7] Process: S, Page Referenced: 4, Page-in-memory: 17
[0:04.7] Process: 6, Page Referenced: 16, Page-in-memory: 27
[0:04.7] Process: B, Page Referenced: 17, Page-in-memory: 66, Process Evicted: .
[0:04.7] Process: F, Page Referenced: 0, Page-in-memory: 0
[0:04.7] Process: h, Page Referenced: 2, Page-in-memory: 45
[0:04.7] Process: W, Page Referenced: 4, Page-in-memory: 58
[0:04.7] Process: b, Page Referenced: 0, Page-in-memory: 0
[0:04.8] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:04.8] Process: 6, Page Referenced: 16, Page-in-memory: 27
[0:04.8] Process: B, Page Referenced: 0, Page-in-memory: 0
[0:04.8] Process: F, Page Referenced: 0, Page-in-memory: 0
[0:04.8] Process: h, Page Referenced: 0, Page-in-memory: 0
[0:04.8] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:04.8] Process: b, Page Referenced: 0, Page-in-memory: 0
[0:04.9] Process: S, Page Referenced: 4, Page-in-memory: 17
[0:04.9] Process: 6, Page Referenced: 0, Page-in-memory: 0
[0:04.9] Process: B, Page Referenced: 1, Page-in-memory: 28
[0:04.9] Process: F, Page Referenced: 0, Page-in-memory: 0
[0:04.9] Process: h, Page Referenced: 3, Page-in-memory: 51
[0:04.9] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:04.9] Process: b, Page Referenced: 1, Page-in-memory: 65
[0:05.0] Process: S, Page Referenced: 4, Page-in-memory: 17
[0:05.0] Process: 6, Page Referenced: 1, Page-in-memory: 24
[0:05.0] Process: B, Page Referenced: 24, Page-in-memory: 61
[0:05.0] Process: F, Page Referenced: 1, Page-in-memory: 40
[0:05.0] Process: h, Page Referenced: 1, Page-in-memory: 47
[0:05.0] Process: W, Page Referenced: 1, Page-in-memory: 67, Process Evicted: .
[0:05.0] Process: b, Page Referenced: 2, Page-in-memory: 59
[0:05.0] Process: A, Enter, Size: 17, Service Duration: 5
Memory-map: AAnnAAnQSQ2rnSrQ2SrQrS2n62r6Bxn6xBFBInxrFrBIxh6hFr6hBIFhFIWbrBb6BbBW................................
[0:05.1] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:05.1] Process: 6, Exit, Size: 17, Service Duration: 3
Memory-map: AAnnAAnQSQ2rnSrQ2SrQrS2n62r6Bxn6xBFBInxrFrBIxh6hFr6hBIFhFIWbrBb6BbBW................................
[0:05.1] Process: B, Page Referenced: 12, Page-in-memory: 68, Process Evicted: .
[0:05.1] Process: F, Page Referenced: 0, Page-in-memory: 0
[0:05.1] Process: h, Exit, Size: 5, Service Duration: 2
Memory-map: AAnnAAnQSQ2rnSrQ2SrQrS2n62r6Bxn6xBFBInxrFrBIxh6hFr6hBIFhFIWbrBb6BbBWB...............................
[0:05.1] Process: W, Page Referenced: 4, Page-in-memory: 58
[0:05.1] Process: b, Page Referenced: 0, Page-in-memory: 0
[0:05.1] Process: A, Page Referenced: 16, Page-in-memory: 69, Process Evicted: .
[0:05.1] Process: L, Enter, Size: 17, Service Duration: 5
Memory-map: LAnnAAnQSQ2rnSrQ2SrQrS2n62r6Bxn6xBFBInxrFrBIxh6hFr6hBIFhFIWbrBb6BbBWBA..............................
[0:05.2] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:05.2] Process: B, Page Referenced: 2, Page-in-memory: 42
[0:05.2] Process: F, Page Referenced: 0, Page-in-memory: 0
[0:05.2] Process: W, Page Referenced: 4, Page-in-memory: 58
[0:05.2] Process: b, Page Referenced: 0, Page-in-memory: 0
[0:05.2] Process: A, Page Referenced: 0, Page-in-memory: 0
[0:05.2] Process: L, Page Referenced: 1, Page-in-memory: 70, Process Evicted: .
[0:05.2] Process: k, Enter, Size: 11, Service Duration: 3
Memory-map: kAnnAAnQSQ2rnSrQ2SrQrS2n62r6Bxn6xBFBInxrFrBIxh6hFr6hBIFhFIWbrBb6BbBWBAL.............................
[0:05.3] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:05.3] Process: B, Page Referenced: 0, Page-in-memory: 0
[0:05.3] Process: F, Page Referenced: 1, Page-in-memory: 40
[0:05.3] Process: W, Page Referenced: 1, Page-in-memory: 67
[0:05.3] Process: b, Page Referenced: 1, Page-in-memory: 65
[0:05.3] Process: A, Page Referenced: 0, Page-in-memory: 0
[0:05.3] Process: L, Page Referenced: 0, Page-in-memory: 0
[0:05.3] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:05.3] Process: V, Enter, Size: 17, Service Duration: 2
Memory-map: VAnnAAnQSQ2rnSrQ2SrQrS2n62r6Bxn6xBFBInxrFrBIxh6hFr6hBIFhFIWbrBb6BbBWBAL.............................
[0:05.4] Process: S, Page Referenced: 4, Page-in-memory: 17
[0:05.4] Process: B, Page Referenced: 0, Page-in-memory: 0
[0:05.4] Process: F, Page Referenced: 1, Page-in-memory: 40
[0:05.4] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:05.4] Process: b, Page Referenced: 1, Page-in-memory: 65
[0:05.4] Process: A, Page Referenced: 16, Page-in-memory: 69
[0:05.4] Process: L, Page Referenced: 9, Page-in-memory: 71, Process Evicted: .
[0:05.4] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:05.4] Process: V, Page Referenced: 0, Page-in-memory: 0
[0:05.4] Process: 0, Enter, Size: 31, Service Duration: 1
Memory-map: 0AnnAAnQSQ2rnSrQ2SrQrS2n62r6Bxn6xBFBInxrFrBIxh6hFr6hBIFhFIWbrBb6BbBWBALL............................
[0:05.5] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:05.5] Process: B, Page Referenced: 30, Page-in-memory: 35
[0:05.5] Process: F, Page Referenced: 0, Page-in-memory: 0
[0:05.5] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:05.5] Process: b, Page Referenced: 1, Page-in-memory: 65
[0:05.5] Process: A, Page Referenced: 1, Page-in-memory: 72, Process Evicted: .
[0:05.5] Process: L, Page Referenced: 0, Page-in-memory: 0
[0:05.5] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:05.5] Process: V, Page Referenced: 0, Page-in-memory: 0
[0:05.5] Process: 0, Page Referenced: 1, Page-in-memory: 73, Process Evicted: .
[0:05.5] Process: J, Enter, Size: 11, Service Duration: 4
Memory-map: JAnnAAnQSQ2rnSrQ2SrQrS2n62r6Bxn6xBFBInxrFrBIxh6hFr6hBIFhFIWbrBb6BbBWBALLA0..........................
[0:05.6] Process: S, Page Referenced: 4, Page-in-memory: 17
[0:05.6] Process: B, Page Referenced: 0, Page-in-memory: 0
[0:05.6] Process: F, Page Referenced: 0, Page-in-memory: 0
[0:05.6] Process: W, Page Referenced: 1, Page-in-memory: 67
[0:05.6] Process: b, Page Referenced: 0, Page-in-memory: 0
[0:05.6] Process: A, Page Referenced: 8, Page-in-memory: 74, Process Evicted: .
[0:05.6] Process: L, Page Referenced: 1, Page-in-memory: 70
[0:05.6] Process: k, Page Referenced: 1, Page-in-memory: 75, Process Evicted: .
[0:05.6] Process: V, Page Referenced: 0, Page-in-memory: 0
[0:05.6] Process: 0, Page Referenced: 1, Page-in-memory: 73
[0:05.6] Process: J, Page Referenced: 0, Page-in-memory: 0
[0:05.7] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:05.7] Process: B, Page Referenced: 0, Page-in-memory: 0
[0:05.7] Process: F, Page Referenced: 10, Page-in-memory: 34
[0:05.7] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:05.7] Process: b, Page Referenced: 1, Page-in-memory: 65
[0:05.7] Process: A, Page Referenced: 16, Page-in-memory: 69
[0:05.7] Process: L, Page Referenced: 1, Page-in-memory: 70
[0:05.7] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:05.7] Process: V, Page Referenced: 0, Page-in-memory: 0
[0:05.7] Process: 0, Page Referenced: 10, Page-in-memory: 76, Process Evicted: .
[0:05.7] Process: J, Page Referenced: 0, Page-in-memory: 0
[0:05.8] Process: S, Page Referenced: 4, Page-in-memory: 17
[0:05.8] Process: B, Page Referenced: 1, Page-in-memory: 28
[0:05.8] Process: F, Page Referenced: 1, Page-in-memory: 40
[0:05.8] Process: W, Page Referenced: 4, Page-in-memory: 58
[0:05.8] Process: b, Page Referenced: 0, Page-in-memory: 0
[0:05.8] Process: A, Page Referenced: 0, Page-in-memory: 0
[0:05.8] Process: L, Page Referenced: 0, Page-in-memory: 0
[0:05.8] Process: k, Page Referenced: 1, Page-in-memory: 75
[0:05.8] Process: V, Page Referenced: 0, Page-in-memory: 0
[0:05.8] Process: 0, Page Referenced: 0, Page-in-memory: 0
[0:05.8] Process: J, Page Referenced: 10, Page-in-memory: 77, Process Evicted: .
[0:05.9] Process: S, Page Referenced: 0, Page-in-memory: 0
[0:05.9] Process: B, Page Referenced: 1, Page-in-memory: 28
[0:05.9] Process: F, Page Referenced: 0, Page-in-memory: 0
[0:05.9] Process: W, Page Referenced: 1, Page-in-memory: 67
[0:05.9] Process: b, Page Referenced: 4, Page-in-memory: 62
[0:05.9] Process: A, Page Referenced: 1, Page-in-memory: 72
[0:05.9] Process: L, Page Referenced: 0, Page-in-memory: 0
[0:05.9] Process: k, Page Referenced: 6, Page-in-memory: 78, Process Evicted: .
[0:05.9] Process: V, Page Referenced: 16, Page-in-memory: 79, Process Evicted: .
[0:05.9] Process: 0, Page Referenced: 0, Page-in-memory: 0
[0:05.9] Process: J, Page Referenced: 0, Page-in-memory: 0
[0:06.0] Process: S, Page Referenced: 4, Page-in-memory: 17
[0:06.0] Process: B, Page Referenced: 0, Page-in-memory: 0
[0:06.0] Process: F, Page Referenced: 0, Page-in-memory: 0
[0:06.0] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:06.0] Process: b, Page Referenced: 0, Page-in-memory: 0
[0:06.0] Process: A, Page Referenced: 0, Page-in-memory: 0
[0:06.0] Process: L, Page Referenced: 16, Page-in-memory: 80, Process Evicted: .
[0:06.0] Process: k, Page Referenced: 10, Page-in-memory: 81, Process Evicted: .
[0:06.0] Process: V, Page Referenced: 0, Page-in-memory: 0
[0:06.0] Process: 0, Page Referenced: 1, Page-in-memory: 73
[0:06.0] Process: J, Page Referenced: 10, Page-in-memory: 77
[0:06.0] Process: 9, Enter, Size: 31, Service Duration: 3
Memory-map: 9AnnAAnQSQ2rnSrQ2SrQrS2n62r6Bxn6xBFBInxrFrBIxh6hFr6hBIFhFIWbrBb6BbBWBALLA0Ak0JkVLk..................
[0:06.1] Process: S, Page Referenced: 4, Page-in-memory: 17
[0:06.1] Process: B, Page Referenced: 13, Page-in-memory: 82, Process Evicted: .
[0:06.1] Process: F, Page Referenced: 1, Page-in-memory: 40
[0:06.1] Process: W, Exit, Size: 5, Service Duration: 2
Memory-map: 9AnnAAnQSQ2rnSrQ2SrQrS2n62r6Bxn6xBFBInxrFrBIxh6hFr6hBIFhFIWbrBb6BbBWBALLA0Ak0JkVLkB.................
[0:06.1] Process: b, Page Referenced: 4, Page-in-memory: 62
[0:06.1] Process: A, Page Referenced: 1, Page-in-memory: 72
[0:06.1] Process: L, Page Referenced: 0, Page-in-memory: 0
[0:06.1] Process: k, Page Referenced: 1, Page-in-memory: 75
[0:06.1] Process: V, Page Referenced: 0, Page-in-memory: 0
[0:06.1] Process: 0, Page Referenced: 30, Page-in-memory: 83, Process Evicted: .
[0:06.1] Process: J, Page Referenced: 1, Page-in-memory: 84, Process Evicted: .
[0:06.1] Process: 9, Page Referenced: 0, Page-in-memory: 0
[0:06.1] Process: W, Enter, Size: 17, Service Duration: 4
Memory-map: WAnnAAnQSQ2rnSrQ2SrQrS2n62r6Bxn6xBFBInxrFrBIxh6hFr6hBIFhFIWbrBb6BbBWBALLA0Ak0JkVLkB0J...............
[0:06.2] Process: S, Exit, Size: 5, Service Duration: 5
Memory-map: WAnnAAnQSQ2rnSrQ2SrQrS2n62r6Bxn6xBFBInxrFrBIxh6hFr6hBIFhFIWbrBb6BbBWBALLA0Ak0JkVLkB0J...............
[0:06.2] Process: B, Page Referenced: 20, Page-in-memory: 85, Process Evicted: .
[0:06.2] Process: F, Page Referenced: 0, Page-in-memory: 0
[0:06.2] Process: b, Page Referenced: 1, Page-in-memory: 65
[0:06.2] Process: A, Page Referenced: 0, Page-in-memory: 0
[0:06.2] Process: L, Page Referenced: 16, Page-in-memory: 80
[0:06.2] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:06.2] Process: V, Page Referenced: 16, Page-in-memory: 79
[0:06.2] Process: 0, Page Referenced: 30, Page-in-memory: 83
[0:06.2] Process: J, Page Referenced: 0, Page-in-memory: 0
[0:06.2] Process: 9, Page Referenced: 0, Page-in-memory: 0
[0:06.2] Process: W, Page Referenced: 6, Page-in-memory: 86, Process Evicted: .
[0:06.2] Process: v, Enter, Size: 31, Service Duration: 1
Memory-map: vAnnAAnQSQ2rnSrQ2SrQrS2n62r6Bxn6xBFBInxrFrBIxh6hFr6hBIFhFIWbrBb6BbBWBALLA0Ak0JkVLkB0JBW.............
[0:06.3] Process: B, Page Referenced: 0, Page-in-memory: 0
[0:06.3] Process: F, Page Referenced: 10, Page-in-memory: 34
[0:06.3] Process: b, Page Referenced: 4, Page-in-memory: 62
[0:06.3] Process: A, Page Referenced: 8, Page-in-memory: 74
[0:06.3] Process: L, Page Referenced: 1, Page-in-memory: 70
[0:06.3] Process: k, Page Referenced: 4, Page-in-memory: 87, Process Evicted: .
[0:06.3] Process: V, Page Referenced: 16, Page-in-memory: 79
[0:06.3] Process: 0, Page Referenced: 0, Page-in-memory: 0
[0:06.3] Process: J, Page Referenced: 4, Page-in-memory: 88, Process Evicted: .
[0:06.3] Process: 9, Page Referenced: 0, Page-in-memory: 0
[0:06.3] Process: W, Page Referenced: 16, Page-in-memory: 89, Process Evicted: .
[0:06.3] Process: v, Page Referenced: 30, Page-in-memory: 90, Process Evicted: .
[0:06.4] Process: B, Page Referenced: 0, Page-in-memory: 0
[0:06.4] Process: F, Page Referenced: 6, Page-in-memory: 91, Process Evicted: .
[0:06.4] Process: b, Page Referenced: 0, Page-in-memory: 0
[0:06.4] Process: A, Page Referenced: 16, Page-in-memory: 69
[0:06.4] Process: L, Page Referenced: 0, Page-in-memory: 0
[0:06.4] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:06.4] Process: V, Page Referenced: 1, Page-in-memory: 92, Process Evicted: .
[0:06.4] Process: 0, Page Referenced: 0, Page-in-memory: 0
[0:06.4] Process: J, Page Referenced: 1, Page-in-memory: 84
[0:06.4] Process: 9, Page Referenced: 0, Page-in-memory: 0
[0:06.4] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:06.4] Process: v, Page Referenced: 1, Page-in-memory: 93, Process Evicted: .
[0:06.5] Process: B, Page Referenced: 0, Page-in-memory: 0
[0:06.5] Process: F, Page Referenced: 2, Page-in-memory: 94, Process Evicted: .
[0:06.5] Process: b, Page Referenced: 4, Page-in-memory: 62
[0:06.5] Process: A, Page Referenced: 1, Page-in-memory: 72
[0:06.5] Process: L, Page Referenced: 16, Page-in-memory: 80
[0:06.5] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:06.5] Process: V, Page Referenced: 0, Page-in-memory: 0
[0:06.5] Process: 0, Exit, Size: 31, Service Duration: 1
Memory-map: vAnnAAnQSQ2rnSrQ2SrQrS2n62r6Bxn6xBFBInxrFrBIxh6hFr6hBIFhFIWbrBb6BbBWBALLA0Ak0JkVLkB0JBWkJWvFVvF.....
[0:06.5] Process: J, Page Referenced: 0, Page-in-memory: 0
[0:06.5] Process: 9, Page Referenced: 9, Page-in-memory: 95, Process Evicted: .
[0:06.5] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:06.5] Process: v, Page Referenced: 1, Page-in-memory: 93
[0:06.6] Process: B, Page Referenced: 1, Page-in-memory: 28
[0:06.6] Process: F, Page Referenced: 3, Page-in-memory: 56
[0:06.6] Process: b, Page Referenced: 0, Page-in-memory: 0
[0:06.6] Process: A, Page Referenced: 16, Page-in-memory: 69
[0:06.6] Process: L, Page Referenced: 1, Page-in-memory: 70
[0:06.6] Process: k, Page Referenced: 3, Page-in-memory: 96, Process Evicted: .
[0:06.6] Process: V, Page Referenced: 1, Page-in-memory: 92
[0:06.6] Process: J, Page Referenced: 1, Page-in-memory: 84
[0:06.6] Process: 9, Page Referenced: 0, Page-in-memory: 0
[0:06.6] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:06.6] Process: v, Page Referenced: 30, Page-in-memory: 90
[0:06.7] Process: B, Page Referenced: 0, Page-in-memory: 0
[0:06.7] Process: F, Page Referenced: 0, Page-in-memory: 0
[0:06.7] Process: b, Page Referenced: 0, Page-in-memory: 0
[0:06.7] Process: A, Page Referenced: 0, Page-in-memory: 0
[0:06.7] Process: L, Page Referenced: 0, Page-in-memory: 0
[0:06.7] Process: k, Page Referenced: 0, Page-in-memory: 0
[0:06.7] Process: V, Page Referenced: 11, Page-in-memory: 97, Process Evicted: .
[0:06.7] Process: J, Page Referenced: 6, Page-in-memory: 98, Process Evicted: .
[0:06.7] Process: 9, Page Referenced: 30, Page-in-memory: 99, Process Evicted: .
[0:06.7] Process: W, Page Referenced: 0, Page-in-memory: 0
[0:06.7] Process: v, Page Referenced: 0, Page-in-memory: 0
[0:06.8] Process: B, Page Referenced: 0, Page-in-memory: 0
[0:06.8] Process: F, Page Referenced: 9, Page-in-memory: 1, Process Evicted: A
[0:06.8] Process: b, Page Referenced: 4, Page-in-memory: 62
[0:06.8] Process: A, Page Referenced: 1, Page-in-memory: 72
[0:06.8] Process: L, Page Referenced: 14, Page-in-memory: 2, Process Evicted: n
[0:06.8] Process: k, Page Referenced: 9, Page-in-memory: 3, Process Evicted: n
[0:06.8] Process: V, Page Referenced: 13, Page-in-memory: 4, Process Evicted: A
